

Site ID,Name,Pretty Site Name,Number of Recordings,First Recording,Last Recording,Latitude,Longitude,Altitude,Timezone,Skip Site,Comment for Skip Site,Group,PMJ Male Song,PMJ Male Chorus,PMJ Female Chatter,PMJ Hatchling,PMJ Nestling,PMJ Fledgling,Distance to Colony,Approx Colony Size,Substrate,Site Description,Site Results,Pretty Site Name 2,Breeding Type,Complex Types,p1mcstart,p1mcend,p1incstart,p1hatch,p1fledgestart,p1fledgedisp,p1abandon,p1outcome,p2mcstart,p2mcend,p2incstart,p2hatch,p2fledgestart,p2fledgedisp,p2abandon,p2outcome,p3mcstart,p3mcend,p3incstart,p3hatch,p3fledgestart,p3fledgedisp,p3abandon,p3outcome,p4mcstart,p4mcend,p4incstart,p4hatch,p4fledgestart,p4fledgedisp,p4abandon,p4outcome
63114,2024 Merced NWR - Cottonwood Trail,2024 Merced NWR - Duck Slough Farmfield,5612,4/25/2024,7/12/2024,37.1989,-120.599,34,America/Los_Angeles,,,Merced and San Luis NWR,2024 MNWR CT MStyp5,2024 MNWR CT MC01,2024 MNWR CT FS01,2024 MNWR CT Hatchling,2024 MNWR CT Nestling,2024 MNWR CT FC06,15m,5000,"Milk thistle, mustard","A weedy field with mustard and milk thistle next to an almond orchard. Birds were travelling from the nearby dairies to the field. There were seasonal wetlands near the colony that the birds also used for foraging and sources of mud. Corn was planted about 60 meters away from the colony during the beginning of the nesting attempts. The ARU was placed on the side of the colony, near the densest cluster.","Signal clarity was reduced throughout the deployment, and spectrograms revealed a persistent 2kHz band of Male Chorus, indicating presence of a colony beyond the effective recording range of the ARU. As a result, automated pattern matching detected only a limited number of recordings containing Female Chatter and no Nestling Begging Call detections, necessitating manual review. Presence of Fledgling Begging Calls indicate Successful breeding. Pattern of Male Chorus and Fledgling Begging Calls are consistent with multiple bouts of breeding. An interprestation consistent with these results would be bout 1 Incubation Onset 4/21, Breeding Onset 5/3, Fledging Onset 5/17 (based on a handful of Fledgling Begging Calls starting on 5/17) and bout 2 Iincunation Onset 5/1, Brooding Onset 5/13, Fledging Onset 5/27 (based on Male Chorus bout ending on 5/1 and sharp increase in Fledgling Begging Calls seen on 5/27), and bout 3 Incubation Onset 5/27, Begging Onset 6/7, Fledging Onset 6/21 (based on Male Chorus end of 5/27 and a small Fledgling Begging Call block on 6/21) which would be consistent with Incubation Onest for additional breeding bouts tending to coincide with either Brooding Onset or Fledging Onset. However while the data are consistent, they are too sparse for confident assignments of breeding dates. TODO: - should I add these tenuous dates with a ""caveat"" symbol, it seems that there is some value of reporting these dates rather than just having them buried.",2024 Merced NWR - Duck Slough Farmfield,Unknown,,inf,inf,inf,missed,5/17/2024,6/7/2024,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
63087,2024 Moore Lake - confirm lat lon,2024 Moore's Lake,5912,4/10/2024,7/1/2024,36.4589,-121.799,411,America/Los_Angeles,,,Monterey,2024 ML MStyp5,2024 ML MC01,2024 ML FS01,2024 ML Hatchling,2024 ML Nestling,2024 ML FC 06,No Colony,No Colony,Cattails,Dammed lake with mutliple wetland arms. Used for recreation.,,2024 Moore's Lake,No TRBL,,ND,ND,ND,ND,ND,ND,ND,No TRBL,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
66012,2024 Newberry Springs,2024 Newberry Springs  - Croydon Avenue,1639,5/27/2024,6/2/2024,34.8883,-116.6485,555,America/Los_Angeles,,,San Bernardino,2024 NS MStyp5,2024 NS MC01,2024 NS FS01,2024 NS Hatchling,2024 NS Nestling,2024 NS FC06,35m,150,"Cattails, willows","Backyard pond choked with cattails, 40X125 meters in size. Two residences under renovation, fenced lot, a few trees and limited shrubbery around the pond. Sparse desert scrub (Atriplex polycarpa dominant, Larrea tridentata co-dominant) in all directions with a few scattered homes. Tricolors were foraging at 1/2 pivot of four-way grain 1600 meters away and in Bermudagrass 2500 meters away and to a limited degree in the desert scrub.","The ARU was deployed for seven days. Recordings containing Fledgling Begging Calls were detected during the deployment, and the breeding attempt was therefore classified as Successful. Because the ARU was deployed after breeding had already begun and retrieved before dispersal, the timing of breeding stages could not be determined.",2024 Newberry Springs  - Croydon Avenue,Unknown,,inf,inf,inf,inf,inf,ND,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
77023,2024 North Regional Pond,2024 North Regional Pond,3374,4/16/2024,6/2/2024,38.664,-121.712,10,America/Los_Angeles,,,Central Sacramento Valley,2024 NRP MStyp5,2024 NRP MC01,2024 NRP FS01,2024 NRP Hatchling,2024 NRP Nestling,2024 NRP FC06,20m,6000,"Mustard, milk thistle","A ca.10.5 acre field dedicated and maintained by the city of Woodland for TRBL nesting, consisting of Eurasian weeds adjacent to Pacific Flyway (North Regional) Pond. ""Biosolids"" from adjacent water treatment plant added at intervals in autumn.","Recordings containing Male Song and Male Chorus were detected; however, Female Chatter was detected in only two recordings, which does not meet the criteria for colony establishment as defined in the Methods.",2024 North Regional Pond,No Colony,,ND,ND,ND,ND,ND,ND,ND,No Colony,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
63049,2024 Ohlone - Santa Lucia Preserve,2024 Santa Lucia Preserve - Ohlone Pond,5908,4/10/2024,7/1/2024,36.4692,-121.7937,318,America/Los_Angeles,,,Monterey,2024 Ohlone MStyp5,2024 Ohlone MC01,2024 Ohlone FS01,2024 Ohlone Hatchling,2024 Ohlone Nestling,2024 Ohlone local FC01,3m,250,Bulrush (Schoenoplectus spp.),Stock-pond within a conservation easement. Pond sits below a residence with driveway running along it's western side (offset 120 ft).,"Female Chatter detections overlapped extensively with Nestling and Fledgling Begging Call detections, indicating Asynchronous colony type. Rainfall occurred during early brooding but was not associated with a reduction in vocal detections. Sustained Fledgling Begging Call detections indicate that young successfully left the nest, and the breeding attempt was therefore classified as Successful. The algorithm detected that there was a Fledgling Dispersal event on 5/28 suggesting that a large portion of the fledglings left on this date. There are two additional breeding pulses that have a small number of supporting Begging Call detections. Male Chorus was not associated with either of these two pulses, though an increase in the dectection of Male Song correlates with these two additional bouts of breeding.  
The site had been labeled 2024 Ohlone - Santa Lucia Preserve, but was renamed to align with naming patterns of other sites.",2024 Santa Lucia Preserve - Ohlone Pond,Complex,"Asynchronous, Sequential, Additions",inf,5/6/2024,4/20/2024,5/2/2024,5/18/2024,5/23/2024,ND,Successful,ND,ND,5/12/2024,5/24/2024,ND,6/13/2024,ND,Successful,ND,ND,6/5/2024,6/17/2024,ND,inf,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND
63086,2024 OR Eureka Lane,2024 Oregon State -  Metolius Eureka Lane,5110,5/4/2024,7/14/2024,44.57821,-121.19382,769,America/Los_Angeles,,,Oregon,2024 OR EL MStyp5,2024 OR EL MC01,2024 OR EL FS01,2024 OR EL Hatchling,2024 OR EL Nestling,2024 OR EL FC06,10m,75-100,"Cattails, Himalayan blackberry",Farm pond covered with cattails and a little open water. The ARU was placed on a power pole between the road and the marsh facing south.,,2024 Oregon State -  Metolius Eureka Lane,No TRBL,,ND,ND,ND,ND,ND,ND,ND,No TRBL,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
65471,2024 Panoche Creek Preserve - Dollar Marsh East,2024 Panoche Creek Marsh East,7788,4/15/2024,8/1/2024,36.5905,-120.7694,313,America/Los_Angeles,,,CNLM,2024 PCP E MStyp5,2024 PCP E MC01,2024 PCP E FS01,2024 PCP E Hatchling,2024 PCP E Nestling,2024 PCP E FC06,10m,1000-1500,"Cattails, bulrush","A series of tule stands in a dynamic riparian system along Panoche Creek, up to about 2.0 miles upstream from Panoche Road. The creek is lined with a combination of cattails and bulrushes with sparse willows and large cottonwoods interspersed.  The suitability of the cattails and bulrushes as nesting substrate varies from year to year.","Field visits documented a large colony at this site. Three ARUs were deployed, and the unit located on the eastern side of the site produced the greatest number of recordings containing vocalizations and therefore serves as the core dataset for this colony. The dominant detection pattern was consistent with a Simple synchronous breeding attempt. However, a small subset of recordings containing Female Chatter after the onset of Brooding, together with extended detections of Nestling and Fledgling Begging Calls, suggests the presence of limited asynchronous nesting within the colony. Because the overall detection pattern indicates that most nesting activity followed a synchronous trajectory, the colony was classified as Simple.

A small number of recordings containing Female Chatter were also detected in early June (11 recordings across a 12-day period), suggesting the possibility of a second breeding attempt; however, no temporally associated Fledgling Begging Call detections were recorded, and due to the lack of detections in general for this breesing attempt and the presence and outcome of a second attempt could not be confirmed.",2024 Panoche Creek Marsh East,Simple,,inf,4/22/2024,4/17/2024,4/29/2024,5/9/2024,6/11/2024,ND,Successful,ND,ND,~5/23/2024,~6/8/2024,ND,ND,ND,Unknown,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
65469,2024 Panoche Creek Preserve - Dollar Marsh South,2024 Panoche Creek Marsh South,7736,4/16/2024,8/1/2024,36.5892,-120.7707,317,America/Los_Angeles,Dupe,2024 Panoche Creek Marsh East:,CNLM,2024 PCP S MStyp5,2024 PCP MC01,2024 PCP S FS01,2024 PCP S Hatchling,2024 PCP S Nestling,2024 PCP S FC06,NEED,100-500,"Cattails, bulrush",See 2024 Panoche Creek Marsh East.,"The dataset is considered a duplicate of 2024 Panoche Marsh East.
The site had been labeled Panoche Creek Preserve - Dollar Marsh South, but was renamed to align with the nearby site in the UC Davis Tricolored Blackbird Portal.",2024 Panoche Creek Marsh South,Simple,,inf,4/20/2024,4/19/2024,5/1/2024,5/18/2024,6/3/2024,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
65470,2024 Panoche Creek Preserve - Dollar Marsh West,2024 Panoche Creek Marsh West,7790,4/15/2024,8/1/2024,36.5919,-120.7723,315,America/Los_Angeles,Dupe,2024 Panoche Creek Marsh East:,CNLM,2024 PCP W MStyp5,2024 PCP W MC01,2024 PCP W FS01,2024 PCP W Hatchling,2024 PCP W Nestling,2024 PCP W FC06,20m,100-500,"Cattails, bulrush",See 2024 Panoche Creek Marsh East. Cattails in this area were more patchy than in the other nearby sites.,"The dataset is considered a duplicate of 2024 Panoche Creek Marsh East.
The site had been labeled Panoche Creek Preserve - Dollar Marsh West, but was renamed to align with the nearby site in the UC Davis Tricolored Blackbird Portal.",2024 Panoche Creek Marsh West,Simple,,inf,4/20/2024,4/23/2024,5/5/2024,5/14/2024,5/27/2024,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
63656,2024 Rancho Jamul - Main Pond 1,2024 Rancho Jamul - Main Pond 1,9409,3/26/2024,8/7/2024,,,236,America/Los_Angeles,,,Rancho Jamul,2024 RJ MP1 MStyp5,2024 RJ MP1 MC01,2024 RJ MP1 FS01,2024 RJ MP1 Hatchling,2024 RJ MP1 Nestling,2024 RJ MP1 FC06,NEED,NEED,NEED,NEED,"Two ARUs were deployed at this colony; this dataset was designated as the core dataset because it contained a higher number of detections. An initial breeding attempt was detected primarily through recordings containing through Male Chrous and Female Chatter. Hatchling and Nestling Begging Calls were not detected during this first attempt. If an estimate of expected Incubation Onset is done using Female Chatter (Incubation Onset =Female Chatter onset +4) its estimate is ~4/13, Incubation Onset ~4/25, and Fledgling Onset ~5/7. The first block of FBC is on 5/19, which is much later than expected, and there fore it is uncertain if these fledglings are associated with this breeding attempt. One interpretation is that the birds that attempted to breed that were vocally recorded abandoned their attempt. The FBC that are later picked up are from a successful breeding attempt that was outside of the range of the recorder, and these fledglings are actually a dispersed creche from another location. Because of this uncertainity the breeding outcome of this first pulse has been marked as Unknown. Approximately one month later, a second breeding attempt began and continued through fledging and dispersal. Detection patterns indicate that this second attempt was Asynchronous. Because the colony exhibited both Sequential and Asynchronous breeding patterns, it was classified as Complex. Recordings containing Fledgling Begging Calls were detected for both attempts, and both were classified as Successful.",2024 Rancho Jamul - Main Pond 1,Complex,"Asynchronous, Sequential",inf,4/9/2024,4/13/2024,4/25/2024(E),ND,ND,ND,Unknown,5/1/2024,5/13/2024,~5/14/2024,5/28/2024(E),6/9/2024,7/23/2024,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
63657,2024 Rancho Jamul - Main Pond 2,2024 Rancho Jamul - Main Pond 2,7386,3/26/2024,7/6/2024,,,236,America/Los_Angeles,Dupe,2024 Rancho Jamul - Main Pond 1:,Rancho Jamul,2024 RJ MP2 MStyp5,2024 RJ MP2 MC01,2024 RJ MP2 FS01,2024 RJ MP2 Hatchling,2024 RJ MP2 Nestling,2024 RJ MP2 FC06,NEED,NEED,NEED,See 2023 Rancho Jamul - Main Pond 1.,This dataset is considered a duplicate of the 2024 Rancho Jamul - Main Pond 1 dataset.,2024 Rancho Jamul - Main Pond 2,Complex,"Asynchronous, Sequential",inf,4/9/2024,4/13/2024,4/25/2024(E),ND,ND,ND,Successful,4/27/2024,5/13/2024,5/14/2024,~5/24/2024,6/9/2024,ND,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
63468,2024 Rancho Jamul - North Pond,2024 Rancho Jamul - North Pond,6096,3/27/2024,6/22/2024,,,236,America/Los_Angeles,,,Rancho Jamul,2024 RJ NP MStyp5,2024 RJ NP MC01,2024 RJ NP FS01,2024 RJ NP Hatchling,2024 RJ NP Nestling,2024 RJ NP FC 06,NEED,NEED,NEED,NEED,"Only a limited number of Male Song detections were recorded, and no detections of Female Chatter or Begging Calls were observed. These acoustic patterns indicate that breeding did not occur during the recording period.",2024 Rancho Jamul - North Pond,No Colony,,ND,ND,ND,ND,ND,ND,ND,No Colony,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
63738,2024 Sedgwick,2024 Sedgwick Reserve Pond,8740,4/4/2024,8/4/2024,34.695,-120.042,343,America/Los_Angeles,,,Sedgwick,2024 Sedgwick MStyp5,2024 Sedgwick MC01,2024 Sedgwick FS01,2024 Sedgwick Hatchling,2024 Sedgwick Nestling,2024 Sedgwick FC06,2m,300,Cattails,"Mature oak trees in proximity to the colony with some smaller shrubs less than 10 m away from the colony. Besides scattered trees, most of the surrounding vegetation is open grassland.","Male Chorus detections persisted after the onset of Hatchling Begging Calls, and Female Chatter detections overlapped with brooding, indicating an Asynchronous colony. Sustained Fledgling Begging Call detections into June indicate that young successfully left the nest, and the breeding attempt was therefore classified as Successful.",2024 Sedgwick Reserve Pond,Asynchronous,,inf,4/29/2024,4/8/2024,~4/18/2024,~5/3/2024,6/10/2024,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
63089,2024 SJWA Thistle NW of Bridge Street Pond,2024 San Jacinto Wildlife Area - Thistle Patch NE of Bridge Street Pond,1224,6/5/2024,6/22/2024,33.8643,-117.0695,435,America/Los_Angeles,,,San Jacinto Wildlife Area,2024 SJWA MStyp5,2024 SJWA MC01,2024 SJWA FS01,2024 SJWA Hatchling,2024 SJWA Nestling,2024 SJWA FC06,30m,100,Milk thistle,"Birds nested in a milk thistle patch northwest of the Bridge Street Pond and near Mystic Lake. A nearby dairy farm is a source for foraging. Thistle patch surrounded on three sides by rank weedy vegetation, notably Pepperweed (Lepidium latifolium) and Sow Thistle (Sonchus sp.) with patches of Mulefat (Baccharis salicifolius) .  To the east is the Mystic Lake shoreline.","Nestling Begging Call detections were present in the earliest recordings, indicating that the ARU was deployed during brooding. This was a small colony, resulting in infrequent vocalization detections. A mini manual analysis from 10-Jun to 15-Jun revealed that Nestling Begging Calls were faily abundant through 10-Jun and then declined to nearly nothing. In-person visits noted that the Flgdglings had dispersed to a nearby location, suggesting that the Fledglings dispersed immediately and moved to this other substrate that was out of reach of the ARU detection. A handful of Fledgling Begging Calls were detected, and the in-person visits confirm that the colony was Successful.",2024 San Jacinto Wildlife Area - Thistle Patch NE of Bridge Street Pond,Simple,,inf,inf,inf,inf,ND,ND,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
63116,2024 WA Harder Spring,2024 Washington State - Harder Spring,9452,3/25/2024,8/3/2024,46.657,-118.499,276,America/Los_Angeles,,,Washington,2024 WA HS local MS01,2024 WA HS MC01,2024 WA HS FS01,2024 WA HS Hatchling,2024 WA HS Nestling,2024 WA HS FC06,20m,100,"Bulrush, cattails, common reed",Cottonwoods partly encircling the colony wetland,"Only a small fraction of recordings contained Tricolored Blackbird vocalization detections, consistent with the small colony documented at this site. Despite sparse detections, two temporally distinct intervals of recordings containing Female Chatter followed by Fledgling Begging Call detections, separated by approximately 30 days, support inference of two discrete synchronous breeding attempts. Recordings containing Fledgling Begging Calls were detected for both attempts, and each was therefore classified as Successful.
Breeding-stage dates were assigned based on the first detected vocalizations; however, because detections were sparse, the true onset of breeding stages likely occurred earlier and reported dates should be considered approximate. This is indicated with a ""~"" in Table 5.",2024 Washington State - Harder Spring,Sequential,,missed,missed,5/26/2024,6/7/2024,6/25/2024,7/4/2024,ND,Successful,missed,missed,7/6/2024,~7/16/2024,7/27/2024,ND,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
